region	chr	midPos	Nsites
(990,1954)(285085,286070)(250000,300000)	JASDQU010108277.1	275000	966	0.344853
(1090,1185)(85874,85974)(50000,100000)	JASDQU010108282.1	75000	97	0.059603
(481,1110)(101095,101756)(100000,150000)	JASDQU010108286.1	125000	631	0.116640
(144,333)(56496,56689)(50000,100000)	JASDQU010108287.1	75000	191	0.425708
(334,806)(158085,158575)(150000,200000)	JASDQU010108287.1	175000	474	0.829593
(420,854)(127942,129830)(100000,150000)	JASDQU010108312.1	125000	436	0.036057
(613,1179)(131995,132600)(100000,150000)	JASDQU010108330.1	125000	568	0.403791
(29,412)(110031,123620)(100000,150000)	JASDQU010108365.1	125000	385	0.236155
(573,1695)(100273,149999)(100000,150000)	JASDQU010108386.1	125000	1124	0.063259
(154,579)(134398,134832)(100000,150000)	JASDQU010108391.1	125000	427	0.077409
(567,760)(315154,315348)(300000,350000)	JASDQU010108455.1	325000	195	0.144763
(148,486)(59245,59596)(50000,100000)	JASDQU010108491.1	75000	340	0.055992
(487,1195)(340994,344045)(300000,350000)	JASDQU010108491.1	325000	710	0.051481
(1850,2320)(80005,80579)(50000,100000)	JASDQU010108501.1	75000	472	0.012518
(2321,2337)(140911,140948)(100000,150000)	JASDQU010108501.1	125000	18	0.046179
(160,507)(74388,74771)(50000,100000)	JASDQU010108508.1	75000	349	0.216672
(1152,3198)(66661,68968)(50000,100000)	JASDQU010108575.1	75000	2048	0.469917
(366,625)(82891,83214)(50000,100000)	JASDQU010108591.1	75000	261	0.092385
(784,2216)(257914,279796)(250000,300000)	JASDQU010108604.1	275000	1434	0.456444
(2306,2590)(69876,70254)(50000,100000)	JASDQU010108623.1	75000	286	0.865919
(760,873)(51074,51207)(50000,100000)	JASDQU010108665.1	75000	115	0.040977
(874,1115)(103528,126980)(100000,150000)	JASDQU010108665.1	125000	243	0.186918
(1116,3465)(165009,168991)(150000,200000)	JASDQU010108665.1	175000	2351	0.142485
(388,820)(132725,138005)(100000,150000)	JASDQU010108668.1	125000	434	0.252742
(1210,1448)(181090,181331)(150000,200000)	JASDQU010108700.1	175000	240	0.028409
(1122,1207)(136924,137016)(100000,150000)	JASDQU010108752.1	125000	87	0.036240
(2185,2673)(197498,197988)(150000,200000)	JASDQU010108754.1	175000	490	0.006898
(351,816)(166664,167186)(150000,200000)	JASDQU010108758.1	175000	467	0.290506
(933,1083)(201006,201160)(200000,250000)	JASDQU010108781.1	225000	152	0.026984
(2788,3903)(83668,89268)(50000,100000)	JASDQU010108820.1	75000	1117	0.057741
(1114,1189)(57620,57755)(50000,100000)	JASDQU010108896.1	75000	77	0.037361
(599,2712)(65744,68474)(50000,100000)	JASDQU010108900.1	75000	2115	0.435608
(2,63)(106339,106403)(100000,150000)	JASDQU010108903.1	125000	63	0.087300
(819,926)(83903,84185)(50000,100000)	JASDQU010108918.1	75000	109	0.158332
(404,637)(66000,66357)(50000,100000)	JASDQU010108945.1	75000	235	0.085764
(1377,1397)(65929,65952)(50000,100000)	JASDQU010108955.1	75000	22	0.042334
(1037,1684)(123260,123972)(100000,150000)	JASDQU010109025.1	125000	649	0.133457
(1787,1937)(171293,171453)(150000,200000)	JASDQU010109088.1	175000	152	0.036794
(807,1776)(203434,204453)(200000,250000)	JASDQU010109150.1	225000	971	0.547808
(587,2118)(100000,116178)(100000,150000)	JASDQU010109171.1	125000	1533	0.396013
(1673,2859)(150047,181049)(150000,200000)	JASDQU010109179.1	175000	1188	0.246018
(38,82)(96797,96880)(50000,100000)	JASDQU010109226.1	75000	46	0.066831
(83,218)(102907,103073)(100000,150000)	JASDQU010109226.1	125000	137	0.026600
(2352,3560)(50000,51208)(50000,100000)	JASDQU010109237.1	75000	1210	0.038946
(960,3795)(52365,57624)(50000,100000)	JASDQU010109285.1	75000	2837	0.637772
(291,3754)(120643,127255)(100000,150000)	JASDQU010109345.1	125000	3465	0.587438
(143,374)(76713,76952)(50000,100000)	JASDQU010109351.1	75000	233	0.256731
(358,417)(109388,109513)(100000,150000)	JASDQU010109385.1	125000	61	0.036984
(3051,5654)(115255,139271)(100000,150000)	JASDQU010109394.1	125000	2605	0.623136
(5655,6945)(158796,186848)(150000,200000)	JASDQU010109394.1	175000	1292	0.624737
(84,3722)(88183,95776)(50000,100000)	JASDQU010109408.1	75000	3640	0.078736
(1454,2063)(226518,227172)(200000,250000)	JASDQU010109424.1	225000	611	0.616720
(946,1717)(65052,99999)(50000,100000)	JASDQU010109438.1	75000	773	0.200854
(274,1198)(50000,55987)(50000,100000)	JASDQU010109471.1	75000	926	0.041808
(1219,3533)(133618,137080)(100000,150000)	JASDQU010109472.1	125000	2316	0.352085
(336,2241)(101051,107184)(100000,150000)	JASDQU010109475.1	125000	1907	0.160714
(237,388)(165881,166392)(150000,200000)	JASDQU010109483.1	175000	153	0.005715
(1057,2937)(50533,80681)(50000,100000)	JASDQU010109506.1	75000	1882	0.045054
(2345,2649)(82365,82685)(50000,100000)	JASDQU010109514.1	75000	306	0.300850
(1445,4281)(101214,105480)(100000,150000)	JASDQU010109516.1	125000	2838	0.625712
(1779,1924)(110715,128020)(100000,150000)	JASDQU010109521.1	125000	147	0.419934
(244,838)(77931,83127)(50000,100000)	JASDQU010109530.1	75000	596	0.069098
(30,934)(100000,102838)(100000,150000)	JASDQU010109551.1	125000	906	0.132248
(14,2747)(109058,127104)(100000,150000)	JASDQU010109553.1	125000	2735	0.106232
(1,851)(127972,134123)(100000,150000)	JASDQU010109555.1	125000	852	0.225978
(1045,1077)(160447,160486)(150000,200000)	JASDQU010109571.1	175000	34	0.030533
(78,284)(62667,78702)(50000,100000)	JASDQU010109572.1	75000	208	0.237739
(925,2274)(61414,86887)(50000,100000)	JASDQU010109603.1	75000	1351	0.049845
(419,1127)(148972,149813)(100000,150000)	JASDQU010109609.1	125000	710	0.170417
(1078,1695)(96477,97231)(50000,100000)	JASDQU010109656.1	75000	619	0.006127
(252,605)(219040,219394)(200000,250000)	JASDQU010109682.1	225000	355	0.597032
(87,748)(132576,133248)(100000,150000)	JASDQU010109692.1	125000	663	0.268351
(1349,2539)(250000,251408)(250000,300000)	JASDQU010185702.1	275000	1192	0.167154
(2359,3025)(50000,96347)(50000,100000)	JASDQU010192827.1	75000	668	0.324172
(1178,1571)(50913,51307)(50000,100000)	JASDQU010197169.1	75000	395	0.717695
(104,761)(52395,53177)(50000,100000)	JASDQU010205369.1	75000	659	0.300503
(173,299)(54869,55024)(50000,100000)	JASDQU010205628.1	75000	128	0.081197
(1013,1252)(55297,55607)(50000,100000)	JASDQU010206420.1	75000	241	0.297946
(313,366)(165314,165397)(150000,200000)	JASDQU010207170.1	175000	55	0.018886
(3594,3750)(58068,58238)(50000,100000)	JASDQU010209131.1	75000	158	0.814688
(6496,6651)(100961,101136)(100000,150000)	JASDQU010211022.1	125000	157	0.036094
(499,1461)(77884,82410)(50000,100000)	JASDQU010211258.1	75000	964	0.010299
(1462,3082)(302110,303894)(300000,350000)	JASDQU010211258.1	325000	1622	0.164783
(3083,3666)(487311,487979)(450000,500000)	JASDQU010211258.1	475000	585	-0.008143
(3667,3911)(503226,503477)(500000,550000)	JASDQU010211258.1	525000	246	0.012030
(2117,2714)(119962,120597)(100000,150000)	JASDQU010217289.1	125000	599	0.317720
(216,1528)(194105,196473)(150000,200000)	JASDQU010219496.1	175000	1314	0.373151
(330,1117)(56913,62784)(50000,100000)	JASDQU010236071.1	75000	789	0.423148
(85,638)(251392,261055)(250000,300000)	JASDQU010238115.1	275000	555	0.066475
(282,493)(218969,219223)(200000,250000)	JASDQU010240418.1	225000	213	0.396044
(149,1238)(65051,66186)(50000,100000)	JASDQU010240421.1	75000	1091	0.159869
(642,1690)(210882,245815)(200000,250000)	JASDQU010240455.1	225000	1050	0.073283
(2483,3971)(150000,151536)(150000,200000)	JASDQU010240480.1	175000	1490	0.339410
(918,1214)(145352,145757)(100000,150000)	JASDQU010240492.1	125000	298	0.141521
(629,932)(110743,111163)(100000,150000)	JASDQU010240514.1	125000	305	0.084294
(62,2343)(82697,84984)(50000,100000)	JASDQU010240543.1	75000	2283	0.219789
(103,322)(100889,136318)(100000,150000)	JASDQU010240556.1	125000	221	0.288443
(1894,7392)(81997,87997)(50000,100000)	JASDQU010240571.1	75000	5500	0.141188
(7393,7740)(160702,183566)(150000,200000)	JASDQU010240571.1	175000	349	0.016879
(7741,7743)(233740,233789)(200000,250000)	JASDQU010240571.1	225000	4	0.037879
(832,1259)(57795,97317)(50000,100000)	JASDQU010240616.1	75000	429	0.140818
(3654,8921)(50000,86581)(50000,100000)	JASDQU010240623.1	75000	5269	0.609096
(3417,4936)(113629,115160)(100000,150000)	JASDQU010240624.1	125000	1521	0.414369
(1052,1568)(113984,114513)(100000,150000)	JASDQU010240652.1	125000	518	0.292707
(274,891)(201949,202571)(200000,250000)	JASDQU010240674.1	225000	619	0.262621
(1650,2402)(151451,191226)(150000,200000)	JASDQU010240697.1	175000	754	0.088166
(6339,7262)(50000,51090)(50000,100000)	JASDQU010240714.1	75000	925	0.473579
(1378,2232)(101852,102731)(100000,150000)	JASDQU010240716.1	125000	856	0.818738
(1070,3746)(83685,93745)(50000,100000)	JASDQU010240744.1	75000	2678	0.066392
(281,1208)(172057,191993)(150000,200000)	JASDQU010240758.1	175000	929	0.028641
(539,1880)(104521,112420)(100000,150000)	JASDQU010240767.1	125000	1343	0.111492
(747,1646)(188170,189070)(150000,200000)	JASDQU010240781.1	175000	901	0.728508
(8,353)(90986,91336)(50000,100000)	JASDQU010240829.1	75000	347	0.525173
(1761,1769)(142859,142874)(100000,150000)	JASDQU010240835.1	125000	10	0.050693
(785,1125)(72445,72831)(50000,100000)	JASDQU010240846.1	75000	342	0.039301
(1469,2889)(53226,55511)(50000,100000)	JASDQU010240888.1	75000	1422	0.582705
(3359,4929)(109766,140129)(100000,150000)	JASDQU010240926.1	125000	1572	0.412660
(4949,5210)(198860,199125)(150000,200000)	JASDQU010240935.1	175000	263	0.047182
(1865,2969)(50003,52890)(50000,100000)	JASDQU010240943.1	75000	1106	0.414639
(2970,3893)(247744,249999)(200000,250000)	JASDQU010240943.1	225000	925	0.479769
(230,879)(77836,78515)(50000,100000)	JASDQU010240968.1	75000	651	0.328141
(858,4311)(117833,125082)(100000,150000)	JASDQU010240973.1	125000	3455	0.281963
(866,1053)(92145,92344)(50000,100000)	JASDQU010240974.1	75000	189	0.366399
(631,752)(99141,99286)(50000,100000)	JASDQU010240981.1	75000	123	0.062554
(333,3787)(119557,124810)(100000,150000)	JASDQU010241029.1	125000	3456	0.369910
(319,3119)(158070,160926)(150000,200000)	JASDQU010241056.1	175000	2802	0.541113
(437,1063)(139708,140376)(100000,150000)	JASDQU010241097.1	125000	628	0.335240
(157,3256)(86178,90421)(50000,100000)	JASDQU010241109.1	75000	3101	0.161115
(364,918)(50000,50555)(50000,100000)	JASDQU010241112.1	75000	556	0.179445
(336,1430)(252503,255958)(250000,300000)	JASDQU010241141.1	275000	1096	0.689504
(21,163)(99387,99537)(50000,100000)	JASDQU010241144.1	75000	144	0.068041
(680,814)(193861,198918)(150000,200000)	JASDQU010241145.1	175000	136	0.076586
(365,369)(80797,80801)(50000,100000)	JASDQU010241176.1	75000	6	0.039155
(4687,4774)(78110,78202)(50000,100000)	JASDQU010241217.1	75000	89	0.527670
(3817,9111)(87234,94393)(50000,100000)	JASDQU010241290.1	75000	5296	0.362050
(9112,10097)(105382,147569)(100000,150000)	JASDQU010241290.1	125000	987	0.355009
(10098,10683)(176506,177102)(150000,200000)	JASDQU010241290.1	175000	587	0.622187
(640,1005)(68603,68980)(50000,100000)	JASDQU010241301.1	75000	367	0.630162
(85,705)(266571,267215)(250000,300000)	JASDQU010241323.1	275000	622	0.095922
(384,1350)(109980,114642)(100000,150000)	JASDQU010241330.1	125000	968	0.364535
(854,1426)(119704,139853)(100000,150000)	JASDQU010241345.1	125000	574	0.074540
(3239,11641)(51483,79460)(50000,100000)	JASDQU010241366.1	75000	8404	0.330371
(534,936)(197168,197994)(150000,200000)	JASDQU010241489.1	175000	404	0.548025
(359,989)(68527,96853)(50000,100000)	JASDQU010241596.1	75000	632	0.014396
(5,60)(50425,50518)(50000,100000)	JASDQU010241598.1	75000	57	0.089261
(743,1283)(50000,51933)(50000,100000)	JASDQU010241599.1	75000	542	0.049543
(621,1501)(53704,54594)(50000,100000)	JASDQU010241610.1	75000	882	0.265879
(1502,1869)(290579,294601)(250000,300000)	JASDQU010241610.1	275000	369	0.013858
(966,1665)(172016,172780)(150000,200000)	JASDQU010241624.1	175000	701	0.028704
(699,1005)(131189,131565)(100000,150000)	JASDQU010241677.1	125000	308	0.271526
(507,636)(68735,68869)(50000,100000)	JASDQU010241678.1	75000	131	0.043223
(4975,7061)(68982,87816)(50000,100000)	JASDQU010241681.1	75000	2088	0.362502
(11,267)(76193,76713)(50000,100000)	JASDQU010241697.1	75000	258	-0.002814
(412,3060)(73684,79446)(50000,100000)	JASDQU010241714.1	75000	2650	0.761100
(1,1002)(94422,95429)(50000,100000)	JASDQU010241723.1	75000	1003	0.529096
(6,941)(112887,113890)(100000,150000)	JASDQU010241725.1	125000	937	0.113438
(1094,1664)(250164,259836)(250000,300000)	JASDQU010241738.1	275000	572	0.343962
(187,282)(213265,213362)(200000,250000)	JASDQU010241757.1	225000	97	0.050671
(100,771)(115796,123550)(100000,150000)	JASDQU010241761.1	125000	673	0.256853
(1436,2394)(89067,90065)(50000,100000)	JASDQU010241796.1	75000	960	0.551368
(244,1676)(65230,66678)(50000,100000)	JASDQU010241817.1	75000	1434	0.527611
(1491,1661)(154697,155026)(150000,200000)	JASDQU010241819.1	175000	172	0.021384
(704,1304)(178200,178814)(150000,200000)	JASDQU010241821.1	175000	602	0.194714
(5143,5561)(118475,118922)(100000,150000)	JASDQU010241830.1	125000	420	0.433171
(59,2821)(80586,87911)(50000,100000)	JASDQU010241919.1	75000	2764	0.286406
(487,1072)(80329,80916)(50000,100000)	JASDQU010241978.1	75000	587	0.078111
(233,1492)(177720,178987)(150000,200000)	JASDQU010242010.1	175000	1261	0.278942
(218,4263)(50000,60123)(50000,100000)	JASDQU010242042.1	75000	4047	0.328434
(694,944)(154874,155125)(150000,200000)	JASDQU010242113.1	175000	252	0.035937
(2668,3145)(290216,290819)(250000,300000)	JASDQU010242150.1	275000	479	0.736447
(1301,2769)(100000,101474)(100000,150000)	JASDQU010242161.1	125000	1470	0.426710
(246,1274)(109967,127765)(100000,150000)	JASDQU010242171.1	125000	1030	0.142083
(368,3012)(335319,338512)(300000,350000)	JASDQU010242224.1	325000	2646	0.343892
(1077,1431)(116860,149999)(100000,150000)	JASDQU010242248.1	125000	356	0.483846
(2587,3323)(143369,144422)(100000,150000)	JASDQU010242256.1	125000	738	0.010510
(44,862)(58356,59222)(50000,100000)	JASDQU010242262.1	75000	820	0.396284
(1,435)(68650,69181)(50000,100000)	JASDQU010242311.1	75000	436	0.005102
(1524,2719)(96900,98133)(50000,100000)	JASDQU010242316.1	75000	1197	0.247883
(513,3635)(74202,79588)(50000,100000)	JASDQU010242322.1	75000	3124	0.324836
(1030,1878)(216307,217155)(200000,250000)	JASDQU010242333.1	225000	850	0.438474
(1179,1194)(127863,127879)(100000,150000)	JASDQU010242338.1	125000	17	0.102125
(141,636)(62201,62764)(50000,100000)	JASDQU010242370.1	75000	497	0.282095
(148,672)(58091,62132)(50000,100000)	JASDQU010242386.1	75000	526	0.016554
(2323,3400)(63172,99837)(50000,100000)	JASDQU010242389.1	75000	1079	0.172439
(419,540)(56100,56224)(50000,100000)	JASDQU010242395.1	75000	123	0.120294
(1800,1891)(220360,220520)(200000,250000)	JASDQU010242397.1	225000	93	0.039235
(434,600)(51639,52071)(50000,100000)	JASDQU010242400.1	75000	168	0.160598
(244,555)(150825,151142)(150000,200000)	JASDQU010242421.1	175000	313	0.064711
(647,688)(99363,99431)(50000,100000)	JASDQU010242445.1	75000	43	-0.028772
(872,1493)(106643,107273)(100000,150000)	JASDQU010242446.1	125000	623	0.130156
(1811,2840)(50000,52016)(50000,100000)	JASDQU010242544.1	75000	1031	0.381724
(31,655)(74191,74816)(50000,100000)	JASDQU010242617.1	75000	626	0.109115
(966,982)(66411,66430)(50000,100000)	JASDQU010242642.1	75000	18	0.051315
(1785,2548)(153548,154311)(150000,200000)	JASDQU010242667.1	175000	765	0.350983
(235,1333)(53793,54942)(50000,100000)	JASDQU010242680.1	75000	1100	0.357846
(199,1174)(76093,78435)(50000,100000)	JASDQU010242706.1	75000	977	0.374440
(1148,1482)(78602,78949)(50000,100000)	JASDQU010242714.1	75000	336	0.043733
(2131,2195)(162722,162789)(150000,200000)	JASDQU010242727.1	175000	66	0.009499
(832,1154)(116021,116378)(100000,150000)	JASDQU010242735.1	125000	324	0.076490
(1179,1209)(150000,150031)(150000,200000)	JASDQU010242754.1	175000	32	0.084654
(1761,1856)(99757,99999)(50000,100000)	JASDQU010242770.1	75000	97	0.595413
(865,1089)(105103,105369)(100000,150000)	JASDQU010242775.1	125000	226	0.393052
(74,91)(269449,269479)(250000,300000)	JASDQU010242780.1	275000	19	0.408743
(382,616)(104981,118513)(100000,150000)	JASDQU010242785.1	125000	236	0.022437
(1648,1728)(67992,68127)(50000,100000)	JASDQU010242789.1	75000	82	0.341116
(377,1349)(89394,90371)(50000,100000)	JASDQU010242817.1	75000	974	0.309557
(489,1028)(53141,53800)(50000,100000)	JASDQU010242833.1	75000	541	0.207846
(1012,3767)(57388,99225)(50000,100000)	JASDQU010242859.1	75000	2757	0.135625
(3768,4105)(114300,145396)(100000,150000)	JASDQU010242859.1	125000	339	0.177733
(945,4957)(50883,86979)(50000,100000)	JASDQU010242882.1	75000	4014	0.206172
(1441,1600)(59355,59522)(50000,100000)	JASDQU010242903.1	75000	161	0.016412
(712,2997)(53804,61189)(50000,100000)	JASDQU010242954.1	75000	2287	0.324445
(322,924)(157554,158181)(150000,200000)	JASDQU010243083.1	175000	604	0.048337
(805,2235)(81483,85269)(50000,100000)	JASDQU010243103.1	75000	1432	0.237218
(1493,1945)(194090,194675)(150000,200000)	JASDQU010243127.1	175000	454	0.019702
(8,38)(224395,224454)(200000,250000)	JASDQU010243147.1	225000	32	0.069384
(664,858)(119676,119876)(100000,150000)	JASDQU010243175.1	125000	196	0.216550
(949,2029)(54424,58343)(50000,100000)	JASDQU010243213.1	75000	1082	0.207484
(193,295)(54743,54845)(50000,100000)	JASDQU010243242.1	75000	104	0.002783
(296,930)(102261,103407)(100000,150000)	JASDQU010243242.1	125000	636	0.054911
(931,1012)(180853,181102)(150000,200000)	JASDQU010243242.1	175000	83	0.024952
(1013,1459)(230183,241189)(200000,250000)	JASDQU010243242.1	225000	448	0.316645
(394,685)(74261,74575)(50000,100000)	JASDQU010243251.1	75000	293	0.095518
(441,1230)(59696,76584)(50000,100000)	JASDQU010243258.1	75000	791	0.348187
(867,2854)(102387,104995)(100000,150000)	JASDQU010243271.1	125000	1989	0.085566
(260,1312)(93639,94704)(50000,100000)	JASDQU010243296.1	75000	1054	0.070687
(86,277)(50000,50205)(50000,100000)	JASDQU010243300.1	75000	193	0.047459
(1860,2037)(54581,54761)(50000,100000)	JASDQU010243336.1	75000	179	0.239271
(715,1836)(108773,109910)(100000,150000)	JASDQU010243346.1	125000	1123	0.190562
(294,1321)(132352,133385)(100000,150000)	JASDQU010243352.1	125000	1029	0.185685
(39,168)(86515,86652)(50000,100000)	JASDQU010243395.1	75000	131	0.044218
(394,672)(72291,72643)(50000,100000)	JASDQU010243503.1	75000	280	0.077575
(1793,2375)(135486,136082)(100000,150000)	JASDQU010243590.1	125000	584	0.168528
(454,1760)(125576,126912)(100000,150000)	JASDQU010243633.1	125000	1308	0.597821
(789,5051)(151241,157216)(150000,200000)	JASDQU010243648.1	175000	4264	0.373851
(583,1659)(83186,86131)(50000,100000)	JASDQU010243661.1	75000	1078	0.226937
(1071,1132)(100000,100088)(100000,150000)	JASDQU010243670.1	125000	63	0.098373
(1853,2438)(85175,93895)(50000,100000)	JASDQU010243695.1	75000	587	0.436793
(799,1910)(163865,164976)(150000,200000)	JASDQU010243735.1	175000	1113	0.310487
(325,1857)(52630,69159)(50000,100000)	JASDQU010243750.1	75000	1534	0.217817
(1124,1416)(90271,90607)(50000,100000)	JASDQU010243751.1	75000	294	0.016189
(305,810)(53331,53874)(50000,100000)	JASDQU010243760.1	75000	507	0.504809
(992,2036)(66407,67458)(50000,100000)	JASDQU010243790.1	75000	1046	0.591110
(124,1189)(266649,267767)(250000,300000)	JASDQU010243813.1	275000	1067	0.263064
(405,2117)(197235,199175)(150000,200000)	JASDQU010243827.1	175000	1714	0.419958
(96,108)(72013,72032)(50000,100000)	JASDQU010243840.1	75000	14	0.077689
(726,1084)(69087,69475)(50000,100000)	JASDQU010243875.1	75000	360	0.136563
(1581,1666)(183518,183614)(150000,200000)	JASDQU010243892.1	175000	87	0.914705
(953,1619)(141252,149301)(100000,150000)	JASDQU010243897.1	125000	668	0.222630
(323,1323)(54299,55304)(50000,100000)	JASDQU010243916.1	75000	1002	0.189190
